                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    283,                 1.4424,                 2.4999,                 1.1766,                0.82968,                 0.2191,                0.33014,                0.17775,                 1.5782,                 2.9324,                 1.1255,             4.0614e-07,             4.0614e-07,             4.0614e-07
                    284,                 1.4298,                  2.493,                 1.1832,                0.83312,                0.22191,                0.33226,                0.17932,                 1.5776,                 2.9303,                 1.1247,              4.031e-07,              4.031e-07,              4.031e-07
                    285,                 1.4081,                 2.4707,                 1.1712,                0.83138,                0.22159,                0.33364,                0.18007,                 1.5775,                 2.9285,                 1.1241,             4.0006e-07,             4.0006e-07,             4.0006e-07
                    286,                 1.4319,                 2.4885,                 1.1772,                0.83256,                0.22348,                0.33494,                0.18072,                 1.5777,                 2.9271,                 1.1236,             3.9702e-07,             3.9702e-07,             3.9702e-07
                    287,                 1.4368,                 2.5051,                 1.1746,                0.83498,                0.22402,                0.33528,                0.18121,                 1.5778,                 2.9251,                 1.1239,             3.9399e-07,             3.9399e-07,             3.9399e-07
                    288,                 1.4291,                 2.4858,                 1.1753,                0.82904,                0.22476,                0.33637,                0.18138,                 1.5779,                 2.9242,                 1.1239,             3.9096e-07,             3.9096e-07,             3.9096e-07
                    289,                 1.4255,                 2.4986,                  1.176,                0.83379,                0.22612,                0.33757,                0.18222,                 1.5786,                 2.9215,                 1.1236,             3.8793e-07,             3.8793e-07,             3.8793e-07
                    290,                 1.4467,                 2.4883,                 1.1784,                0.83182,                0.22576,                0.33746,                0.18178,                 1.5783,                 2.9218,                 1.1237,             3.8491e-07,             3.8491e-07,             3.8491e-07
                    291,                 1.4445,                 2.4879,                 1.1773,                0.83208,                0.22619,                0.33698,                  0.182,                 1.5784,                 2.9232,                 1.1239,              3.819e-07,              3.819e-07,              3.819e-07
                    292,                 1.4317,                 2.4858,                 1.1714,                0.83115,                0.22753,                0.33847,                0.18239,                  1.578,                 2.9196,                 1.1234,             3.7889e-07,             3.7889e-07,             3.7889e-07
                    293,                 1.4327,                 2.4989,                 1.1747,                0.83103,                0.22795,                0.33731,                0.18192,                 1.5787,                 2.9199,                 1.1238,             3.7588e-07,             3.7588e-07,             3.7588e-07
                    294,                 1.4347,                 2.4759,                 1.1772,                0.83094,                0.22781,                0.33946,                0.18277,                 1.5798,                 2.9183,                 1.1235,             3.7288e-07,             3.7288e-07,             3.7288e-07
                    295,                 1.4226,                 2.4881,                 1.1688,                0.83115,                0.22753,                 0.3399,                0.18302,                 1.5788,                 2.9186,                 1.1231,             3.6989e-07,             3.6989e-07,             3.6989e-07
                    296,                 1.4249,                 2.4882,                 1.1791,                 0.8334,                0.22753,                0.33947,                0.18273,                 1.5777,                 2.9181,                 1.1228,              3.669e-07,              3.669e-07,              3.669e-07
                    297,                 1.4424,                 2.5028,                  1.175,                0.83555,                0.22836,                0.33959,                0.18273,                 1.5784,                 2.9192,                 1.1232,             3.6392e-07,             3.6392e-07,             3.6392e-07
                    298,                 1.4519,                 2.5055,                 1.1804,                0.83007,                 0.2264,                0.33787,                0.18217,                  1.579,                 2.9196,                 1.1238,             3.6094e-07,             3.6094e-07,             3.6094e-07
                    299,                  1.427,                 2.4683,                 1.1743,                0.83037,                0.22753,                0.33863,                0.18208,                 1.5785,                 2.9194,                 1.1236,             3.5796e-07,             3.5796e-07,             3.5796e-07
                    300,                 1.4357,                 2.4951,                 1.1785,                0.82699,                0.22826,                0.33917,                 0.1833,                 1.5783,                 2.9182,                 1.1235,               3.55e-07,               3.55e-07,               3.55e-07
                    301,                 1.4333,                 2.4867,                 1.1756,                0.82795,                 0.2298,                0.34038,                0.18358,                 1.5791,                 2.9169,                 1.1235,             3.5204e-07,             3.5204e-07,             3.5204e-07
                    302,                 1.4252,                 2.4785,                 1.1705,                0.83124,                0.22893,                0.34102,                0.18385,                 1.5784,                  2.916,                  1.123,             3.4908e-07,             3.4908e-07,             3.4908e-07
                    303,                 1.4444,                 2.4845,                 1.1785,                 0.8302,                0.22893,                0.34141,                 0.1842,                 1.5783,                 2.9161,                 1.1233,             3.4613e-07,             3.4613e-07,             3.4613e-07
                    304,                 1.4327,                 2.4822,                 1.1744,                 0.8314,                0.23202,                0.34229,                0.18446,                 1.5785,                 2.9136,                  1.123,             3.4319e-07,             3.4319e-07,             3.4319e-07
                    305,                 1.4039,                 2.4776,                  1.165,                0.83403,                0.23291,                0.34354,                0.18468,                  1.579,                 2.9127,                 1.1231,             3.4025e-07,             3.4025e-07,             3.4025e-07
                    306,                 1.4342,                 2.4843,                 1.1781,                0.83252,                0.23387,                0.34373,                 0.1853,                 1.5792,                 2.9099,                 1.1228,             3.3732e-07,             3.3732e-07,             3.3732e-07
                    307,                  1.409,                 2.4693,                 1.1611,                0.83688,                0.23419,                0.34478,                0.18501,                 1.5793,                 2.9086,                 1.1228,              3.344e-07,              3.344e-07,              3.344e-07
                    308,                 1.4399,                 2.4809,                 1.1734,                0.83418,                0.23317,                0.34402,                0.18544,                 1.5789,                 2.9102,                  1.123,             3.3149e-07,             3.3149e-07,             3.3149e-07
                    309,                 1.4279,                 2.4782,                 1.1683,                0.83319,                0.23385,                0.34536,                0.18608,                 1.5789,                 2.9079,                 1.1227,             3.2858e-07,             3.2858e-07,             3.2858e-07
                    310,                 1.4179,                 2.4672,                 1.1734,                 0.8327,                0.23419,                0.34566,                0.18676,                 1.5791,                  2.906,                 1.1226,             3.2567e-07,             3.2567e-07,             3.2567e-07
                    311,                  1.426,                  2.461,                   1.17,                0.83108,                0.23494,                0.34749,                0.18745,                 1.5794,                 2.9034,                 1.1224,             3.2278e-07,             3.2278e-07,             3.2278e-07
                    312,                 1.4279,                 2.4784,                 1.1765,                0.83205,                0.23657,                0.34715,                0.18745,                 1.5789,                 2.9024,                 1.1226,             3.1989e-07,             3.1989e-07,             3.1989e-07
                    313,                 1.4186,                 2.4667,                 1.1625,                0.83101,                0.23483,                0.34597,                0.18692,                 1.5785,                 2.9065,                 1.1228,             3.1701e-07,             3.1701e-07,             3.1701e-07
                    314,                 1.4651,                 2.4925,                 1.1796,                0.83503,                0.23459,                0.34483,                0.18616,                 1.5788,                 2.9064,                  1.123,             3.1414e-07,             3.1414e-07,             3.1414e-07
                    315,                 1.4135,                 2.4637,                 1.1717,                0.83402,                0.23525,                0.34536,                0.18688,                 1.5786,                 2.9042,                 1.1228,             3.1127e-07,             3.1127e-07,             3.1127e-07
                    316,                 1.4279,                 2.4715,                 1.1681,                0.83134,                0.23538,                0.34622,                 0.1872,                 1.5787,                  2.904,                 1.1229,             3.0841e-07,             3.0841e-07,             3.0841e-07
                    317,                 1.4335,                 2.4551,                 1.1767,                0.83235,                0.23876,                0.34769,                0.18804,                 1.5788,                 2.9009,                 1.1224,             3.0556e-07,             3.0556e-07,             3.0556e-07
                    318,                 1.4331,                 2.4714,                 1.1713,                0.83239,                0.24064,                0.34897,                0.18837,                 1.5795,                  2.897,                 1.1222,             3.0272e-07,             3.0272e-07,             3.0272e-07
                    319,                 1.4482,                 2.4886,                 1.1779,                0.83052,                0.24089,                0.34846,                0.18775,                 1.5796,                 2.8995,                 1.1225,             2.9988e-07,             2.9988e-07,             2.9988e-07
                    320,                 1.4354,                 2.4947,                 1.1688,                0.83038,                0.24087,                  0.347,                0.18708,                 1.5797,                 2.9016,                 1.1228,             2.9706e-07,             2.9706e-07,             2.9706e-07
                    321,                 1.4168,                 2.4501,                 1.1685,                0.82837,                0.24064,                0.34736,                0.18763,                 1.5794,                 2.8998,                 1.1225,             2.9424e-07,             2.9424e-07,             2.9424e-07
                    322,                 1.4143,                  2.467,                 1.1687,                0.83133,                0.24087,                0.34703,                0.18792,                 1.5796,                 2.8993,                 1.1222,             2.9143e-07,             2.9143e-07,             2.9143e-07
                    323,                 1.4298,                 2.4761,                  1.174,                0.83115,                0.24197,                 0.3482,                0.18823,                 1.5797,                  2.899,                 1.1222,             2.8863e-07,             2.8863e-07,             2.8863e-07
                    324,                 1.4432,                 2.4736,                 1.1737,                0.83214,                0.24021,                 0.3487,                0.18766,                 1.5793,                 2.9013,                 1.1223,             2.8583e-07,             2.8583e-07,             2.8583e-07
                    325,                 1.4293,                 2.4755,                 1.1741,                0.82643,                0.23739,                 0.3465,                0.18765,                 1.5791,                 2.9017,                 1.1226,             2.8305e-07,             2.8305e-07,             2.8305e-07
                    326,                 1.4307,                 2.4589,                  1.177,                0.82669,                0.23783,                0.34767,                0.18809,                 1.5791,                 2.9011,                 1.1222,             2.8027e-07,             2.8027e-07,             2.8027e-07
                    327,                 1.4202,                 2.4535,                 1.1673,                0.82717,                0.24199,                0.34847,                0.18843,                 1.5789,                 2.8978,                 1.1218,             2.7751e-07,             2.7751e-07,             2.7751e-07
                    328,                 1.4321,                  2.478,                 1.1744,                0.83176,                0.24302,                 0.3513,                0.18938,                  1.579,                 2.8974,                 1.1217,             2.7475e-07,             2.7475e-07,             2.7475e-07
                    329,                 1.4206,                 2.4434,                 1.1634,                0.83042,                0.24415,                0.35245,                0.19008,                 1.5795,                 2.8937,                 1.1216,               2.72e-07,               2.72e-07,               2.72e-07
                    330,                 1.4097,                 2.4386,                 1.1688,                0.82967,                0.24629,                0.35488,                0.19142,                 1.5799,                 2.8894,                 1.1217,             2.6926e-07,             2.6926e-07,             2.6926e-07
                    331,                 1.4529,                 2.4705,                 1.1791,                0.83222,                0.24731,                 0.3564,                0.19171,                 1.5797,                 2.8861,                 1.1212,             2.6653e-07,             2.6653e-07,             2.6653e-07
                    332,                 1.4402,                 2.4448,                 1.1697,                0.82922,                0.24719,                0.35745,                0.19247,                 1.5801,                 2.8851,                 1.1208,             2.6381e-07,             2.6381e-07,             2.6381e-07
                    333,                 1.4259,                 2.4634,                   1.17,                0.83087,                0.24789,                0.35844,                0.19275,                 1.5796,                 2.8818,                 1.1208,              2.611e-07,              2.611e-07,              2.611e-07
                    334,                 1.4269,                 2.4748,                 1.1652,                0.83272,                0.24821,                0.35759,                0.19258,                 1.5802,                 2.8847,                 1.1209,              2.584e-07,              2.584e-07,              2.584e-07
                    335,                 1.4213,                 2.4538,                 1.1714,                0.83054,                0.24781,                0.35665,                0.19211,                 1.5804,                 2.8866,                 1.1215,             2.5571e-07,             2.5571e-07,             2.5571e-07
                    336,                 1.4188,                 2.4638,                 1.1578,                0.83168,                0.24649,                0.35504,                0.19125,                 1.5809,                 2.8898,                 1.1218,             2.5302e-07,             2.5302e-07,             2.5302e-07
                    337,                 1.4278,                 2.4636,                 1.1641,                0.82848,                0.24649,                0.35447,                0.19057,                 1.5811,                 2.8893,                 1.1219,             2.5035e-07,             2.5035e-07,             2.5035e-07
                    338,                 1.4285,                 2.4504,                 1.1666,                0.83321,                0.24579,                0.35389,                0.19113,                 1.5808,                 2.8907,                  1.122,             2.4769e-07,             2.4769e-07,             2.4769e-07
                    339,                 1.4379,                 2.4487,                 1.1702,                0.83006,                0.24696,                0.35519,                0.19135,                  1.581,                 2.8874,                 1.1218,             2.4504e-07,             2.4504e-07,             2.4504e-07
                    340,                 1.4333,                 2.4701,                 1.1692,                0.83151,                0.24606,                0.35582,                0.19187,                 1.5799,                 2.8867,                 1.1216,              2.424e-07,              2.424e-07,              2.424e-07
                    341,                 1.4275,                 2.4336,                 1.1696,                0.82939,                 0.2458,                0.35543,                0.19179,                 1.5796,                  2.888,                 1.1215,             2.3977e-07,             2.3977e-07,             2.3977e-07
                    342,                 1.4076,                 2.4404,                 1.1643,                0.82996,                0.24438,                0.35436,                0.19098,                 1.5796,                 2.8902,                 1.1217,             2.3714e-07,             2.3714e-07,             2.3714e-07
                    343,                 1.4199,                 2.4577,                 1.1711,                0.83018,                0.24375,                0.35396,                 0.1907,                 1.5796,                 2.8912,                  1.122,             2.3453e-07,             2.3453e-07,             2.3453e-07
                    344,                 1.4268,                 2.4369,                 1.1706,                 0.8331,                0.24789,                0.35887,                0.19289,                   1.58,                 2.8887,                 1.1213,             2.3194e-07,             2.3194e-07,             2.3194e-07
                    345,                  1.434,                 2.4571,                 1.1755,                0.83075,                0.24817,                0.35777,                0.19298,                 1.5799,                 2.8847,                 1.1212,             2.2935e-07,             2.2935e-07,             2.2935e-07
                    346,                 1.4254,                 2.4418,                  1.168,                0.83266,                0.25211,                0.35943,                0.19335,                   1.58,                 2.8832,                 1.1209,             2.2677e-07,             2.2677e-07,             2.2677e-07
                    347,                 1.4076,                 2.4379,                 1.1597,                0.83334,                 0.2507,                 0.3601,                0.19365,                 1.5796,                 2.8821,                 1.1206,              2.242e-07,              2.242e-07,              2.242e-07
                    348,                 1.4331,                 2.4378,                 1.1766,                0.83122,                0.24901,                0.35979,                0.19332,                 1.5794,                 2.8832,                 1.1207,             2.2165e-07,             2.2165e-07,             2.2165e-07
                    349,                  1.442,                 2.4585,                 1.1692,                0.83142,                0.24936,                0.35829,                 0.1931,                 1.5798,                  2.882,                 1.1208,              2.191e-07,              2.191e-07,              2.191e-07
                    350,                 1.4341,                 2.4625,                   1.17,                0.83121,                0.25245,                0.36014,                0.19404,                 1.5795,                 2.8809,                 1.1208,             2.1657e-07,             2.1657e-07,             2.1657e-07
                    351,                 1.4381,                 2.4686,                 1.1769,                0.82739,                 0.2493,                0.35694,                0.19278,                 1.5791,                 2.8835,                 1.1211,             2.1405e-07,             2.1405e-07,             2.1405e-07
                    352,                 1.4195,                 2.4335,                 1.1683,                0.82894,                0.25182,                0.35822,                0.19347,                   1.58,                 2.8805,                 1.1212,             2.1154e-07,             2.1154e-07,             2.1154e-07
                    353,                 1.4322,                 2.4447,                 1.1685,                0.83093,                0.25562,                0.35967,                0.19401,                 1.5799,                 2.8777,                 1.1205,             2.0904e-07,             2.0904e-07,             2.0904e-07
                    354,                 1.4483,                 2.4876,                 1.1709,                0.83079,                0.25169,                0.35787,                0.19357,                 1.5795,                 2.8813,                 1.1209,             2.0655e-07,             2.0655e-07,             2.0655e-07
                    355,                 1.4233,                 2.4419,                 1.1694,                0.83207,                0.25053,                0.35771,                0.19391,                 1.5794,                 2.8822,                 1.1211,             2.0407e-07,             2.0407e-07,             2.0407e-07
                    356,                 1.4279,                 2.4502,                  1.168,                0.83007,                0.25042,                0.35795,                0.19403,                 1.5791,                 2.8805,                 1.1209,             2.0161e-07,             2.0161e-07,             2.0161e-07
                    357,                  1.438,                 2.4413,                 1.1696,                0.83471,                0.25533,                0.36048,                 0.1949,                   1.58,                 2.8763,                 1.1206,             1.9916e-07,             1.9916e-07,             1.9916e-07
                    358,                 1.4319,                 2.4251,                 1.1713,                0.83383,                0.25723,                0.36215,                0.19591,                 1.5797,                 2.8739,                 1.1202,             1.9672e-07,             1.9672e-07,             1.9672e-07
                    359,                 1.4229,                 2.4547,                 1.1635,                0.83416,                0.25786,                0.36259,                0.19634,                 1.5798,                 2.8723,                   1.12,             1.9429e-07,             1.9429e-07,             1.9429e-07
                    360,                  1.436,                 2.4438,                 1.1745,                0.83231,                0.25793,                0.36329,                0.19629,                 1.5802,                 2.8721,                 1.1199,             1.9188e-07,             1.9188e-07,             1.9188e-07
                    361,                 1.4419,                 2.4547,                 1.1768,                0.83584,                0.25744,                0.36187,                0.19586,                   1.58,                 2.8741,                   1.12,             1.8948e-07,             1.8948e-07,             1.8948e-07
                    362,                 1.4346,                 2.4423,                 1.1726,                0.83129,                0.25562,                0.36197,                0.19573,                 1.5802,                 2.8737,                 1.1205,             1.8708e-07,             1.8708e-07,             1.8708e-07
                    363,                 1.4562,                 2.4651,                 1.1793,                0.83185,                0.25772,                0.36169,                0.19551,                 1.5805,                 2.8734,                 1.1207,             1.8471e-07,             1.8471e-07,             1.8471e-07
                    364,                 1.4451,                 2.4547,                 1.1741,                0.83085,                0.25492,                 0.3614,                0.19499,                 1.5802,                 2.8746,                 1.1208,             1.8234e-07,             1.8234e-07,             1.8234e-07
                    365,                 1.4377,                 2.4333,                 1.1695,                0.83185,                0.25709,                0.36267,                 0.1956,                 1.5806,                 2.8717,                 1.1205,             1.7999e-07,             1.7999e-07,             1.7999e-07
                    366,                 1.4405,                 2.4392,                 1.1696,                0.83214,                0.25772,                0.36152,                0.19534,                 1.5808,                 2.8731,                 1.1208,             1.7765e-07,             1.7765e-07,             1.7765e-07
                    367,                 1.4168,                 2.4262,                 1.1664,                0.83661,                0.25702,                0.36161,                0.19528,                 1.5796,                 2.8748,                 1.1205,             1.7532e-07,             1.7532e-07,             1.7532e-07
                    368,                 1.4209,                 2.4283,                 1.1719,                0.83203,                0.25741,                0.36248,                0.19563,                 1.5794,                 2.8734,                 1.1202,             1.7301e-07,             1.7301e-07,             1.7301e-07
                    369,                 1.4175,                 2.4314,                  1.171,                0.83376,                0.25772,                0.36326,                0.19656,                 1.5799,                 2.8722,                   1.12,             1.7071e-07,             1.7071e-07,             1.7071e-07
                    370,                 1.4407,                 2.4477,                 1.1744,                0.83477,                  0.259,                0.36383,                0.19659,                 1.5797,                 2.8721,                   1.12,             1.6842e-07,             1.6842e-07,             1.6842e-07
                    371,                 1.4242,                 2.4211,                 1.1666,                0.83123,                0.25941,                0.36349,                0.19629,                 1.5811,                 2.8694,                 1.1202,             1.6615e-07,             1.6615e-07,             1.6615e-07
                    372,                 1.4289,                 2.4452,                 1.1674,                0.83049,                0.25702,                0.36276,                0.19603,                 1.5808,                 2.8716,                 1.1204,             1.6389e-07,             1.6389e-07,             1.6389e-07
                    373,                 1.4147,                 2.4215,                 1.1651,                0.83393,                0.25743,                0.36325,                 0.1961,                 1.5799,                 2.8719,                   1.12,             1.6164e-07,             1.6164e-07,             1.6164e-07
                    374,                 1.4195,                 2.4416,                 1.1643,                0.83379,                0.25716,                 0.3634,                0.19612,                 1.5801,                 2.8732,                   1.12,             1.5941e-07,             1.5941e-07,             1.5941e-07
                    375,                 1.4289,                 2.4381,                 1.1672,                 0.8328,                0.25885,                0.36357,                0.19642,                 1.5807,                  2.872,                   1.12,             1.5719e-07,             1.5719e-07,             1.5719e-07
                    376,                 1.4288,                 2.4298,                 1.1693,                0.83264,                0.25853,                0.36387,                0.19647,                 1.5806,                  2.872,                 1.1202,             1.5498e-07,             1.5498e-07,             1.5498e-07
                    377,                  1.436,                 2.4476,                 1.1697,                0.83289,                0.25913,                0.36375,                0.19648,                 1.5804,                 2.8695,                   1.12,             1.5279e-07,             1.5279e-07,             1.5279e-07
                    378,                 1.4363,                 2.4518,                 1.1715,                 0.8318,                0.26053,                 0.3654,                0.19731,                 1.5807,                 2.8655,                 1.1197,             1.5061e-07,             1.5061e-07,             1.5061e-07
                    379,                 1.4232,                 2.4294,                  1.162,                 0.8331,                0.25939,                0.36509,                0.19722,                 1.5816,                 2.8651,                   1.12,             1.4845e-07,             1.4845e-07,             1.4845e-07
                    380,                 1.4248,                  2.437,                 1.1604,                0.83321,                 0.2596,                0.36449,                0.19698,                 1.5808,                 2.8664,                 1.1199,              1.463e-07,              1.463e-07,              1.463e-07
                    381,                  1.411,                 2.4184,                 1.1605,                0.83554,                0.26053,                0.36644,                0.19787,                  1.581,                 2.8646,                 1.1198,             1.4416e-07,             1.4416e-07,             1.4416e-07
                    382,                 1.4179,                 2.4338,                  1.166,                0.83341,                0.25997,                0.36631,                0.19781,                 1.5817,                 2.8659,                 1.1196,             1.4204e-07,             1.4204e-07,             1.4204e-07
                    383,                 1.4456,                 2.4621,                 1.1668,                0.83192,                0.25913,                0.36507,                 0.1974,                 1.5817,                 2.8676,                 1.1202,             1.3993e-07,             1.3993e-07,             1.3993e-07
                    384,                 1.4236,                 2.4254,                 1.1636,                0.83249,                0.25826,                0.36373,                0.19641,                 1.5806,                 2.8702,                 1.1204,             1.3784e-07,             1.3784e-07,             1.3784e-07
                    385,                 1.4269,                 2.4349,                 1.1637,                 0.8329,                0.25903,                0.36478,                  0.197,                 1.5812,                 2.8678,                   1.12,             1.3576e-07,             1.3576e-07,             1.3576e-07
                    386,                 1.4369,                  2.447,                 1.1694,                0.83189,                0.25913,                0.36445,                0.19658,                 1.5815,                 2.8684,                 1.1203,              1.337e-07,              1.337e-07,              1.337e-07
                    387,                 1.4295,                 2.4263,                 1.1733,                0.83119,                0.25913,                0.36491,                0.19716,                 1.5811,                 2.8664,                 1.1201,             1.3165e-07,             1.3165e-07,             1.3165e-07
                    388,                 1.4398,                 2.4503,                   1.17,                0.83256,                0.25983,                0.36499,                0.19734,                  1.581,                 2.8649,                 1.1201,             1.2961e-07,             1.2961e-07,             1.2961e-07
                    389,                 1.4449,                 2.4449,                 1.1774,                0.83156,                0.25983,                0.36493,                0.19721,                 1.5812,                 2.8634,                 1.1201,             1.2759e-07,             1.2759e-07,             1.2759e-07
                    390,                 1.4289,                 2.4235,                  1.174,                0.82869,                0.25983,                 0.3656,                0.19761,                 1.5812,                 2.8635,                 1.1199,             1.2559e-07,             1.2559e-07,             1.2559e-07
                    391,                 1.4389,                  2.442,                 1.1674,                0.83181,                0.25983,                0.36587,                0.19847,                 1.5809,                 2.8624,                 1.1196,              1.236e-07,              1.236e-07,              1.236e-07
                    392,                 1.4304,                 2.4104,                 1.1671,                  0.832,                0.26053,                0.36679,                0.19861,                 1.5811,                 2.8607,                 1.1196,             1.2162e-07,             1.2162e-07,             1.2162e-07
                    393,                 1.4361,                 2.4259,                 1.1615,                0.83361,                0.26035,                0.36685,                0.19841,                 1.5808,                 2.8615,                 1.1195,             1.1966e-07,             1.1966e-07,             1.1966e-07
                    394,                 1.4183,                 2.4267,                 1.1693,                0.83595,                0.26264,                0.36811,                0.19944,                 1.5807,                 2.8596,                  1.119,             1.1772e-07,             1.1772e-07,             1.1772e-07
                    395,                 1.4209,                 2.4323,                 1.1651,                0.83269,                0.26212,                 0.3675,                0.19948,                 1.5803,                 2.8601,                 1.1191,             1.1579e-07,             1.1579e-07,             1.1579e-07
                    396,                 1.4181,                 2.4229,                 1.1647,                0.83311,                0.26292,                0.36863,                0.19995,                 1.5796,                 2.8588,                 1.1186,             1.1387e-07,             1.1387e-07,             1.1387e-07
                    397,                 1.4253,                 2.4311,                 1.1663,                0.83853,                0.26257,                0.37019,                0.20052,                 1.5796,                 2.8564,                 1.1185,             1.1197e-07,             1.1197e-07,             1.1197e-07
                    398,                 1.4369,                 2.4364,                 1.1698,                0.83539,                0.26194,                0.36934,                0.20002,                 1.5801,                 2.8576,                 1.1189,             1.1009e-07,             1.1009e-07,             1.1009e-07
                    399,                 1.4376,                 2.4344,                 1.1626,                0.83577,                0.26088,                0.36715,                0.19926,                 1.5803,                 2.8592,                 1.1192,             1.0822e-07,             1.0822e-07,             1.0822e-07
                    400,                 1.4497,                 2.4371,                 1.1714,                0.83329,                0.25974,                0.36673,                0.19838,                 1.5799,                 2.8621,                 1.1195,             1.0637e-07,             1.0637e-07,             1.0637e-07
                    401,                 1.4171,                   2.42,                 1.1687,                0.83419,                0.26053,                0.36569,                0.19862,                 1.5806,                 2.8612,                 1.1197,             1.0454e-07,             1.0454e-07,             1.0454e-07
                    402,                 1.4192,                 2.4314,                  1.164,                0.83215,                0.26112,                  0.367,                 0.1992,                 1.5804,                 2.8591,                 1.1196,             1.0272e-07,             1.0272e-07,             1.0272e-07
                    403,                 1.4276,                 2.4291,                 1.1679,                0.83026,                0.26106,                0.36738,                0.19922,                 1.5808,                 2.8599,                 1.1196,             1.0091e-07,             1.0091e-07,             1.0091e-07
                    404,                 1.4122,                 2.4013,                  1.164,                0.83329,                0.26194,                0.36829,                0.19995,                 1.5811,                 2.8572,                 1.1191,             9.9124e-08,             9.9124e-08,             9.9124e-08
                    405,                 1.4492,                 2.4421,                 1.1702,                  0.835,                0.26299,                0.36939,                 0.1997,                 1.5804,                 2.8571,                 1.1188,             9.7351e-08,             9.7351e-08,             9.7351e-08
                    406,                 1.4359,                 2.4434,                 1.1663,                0.83167,                0.26368,                0.36811,                0.19929,                 1.5806,                 2.8584,                 1.1191,             9.5595e-08,             9.5595e-08,             9.5595e-08
                    407,                 1.4209,                 2.4043,                 1.1638,                0.82831,                0.26088,                0.36698,                0.19856,                 1.5811,                 2.8601,                 1.1195,             9.3855e-08,             9.3855e-08,             9.3855e-08
                    408,                  1.425,                 2.4186,                 1.1707,                0.83277,                0.26228,                0.36767,                 0.1993,                 1.5809,                 2.8593,                 1.1194,             9.2131e-08,             9.2131e-08,             9.2131e-08
                    409,                 1.4296,                 2.4171,                 1.1702,                0.83563,                0.26194,                0.36778,                0.19912,                 1.5804,                 2.8598,                 1.1193,             9.0424e-08,             9.0424e-08,             9.0424e-08
                    410,                 1.4331,                 2.4122,                 1.1725,                0.83838,                0.26404,                0.36935,                0.20067,                 1.5802,                 2.8584,                 1.1187,             8.8732e-08,             8.8732e-08,             8.8732e-08
                    411,                 1.4519,                 2.4512,                 1.1717,                0.83426,                0.26158,                0.36834,                 0.1998,                 1.5801,                 2.8598,                 1.1193,             8.7058e-08,             8.7058e-08,             8.7058e-08
                    412,                 1.4259,                  2.427,                  1.167,                0.83476,                0.26252,                0.36817,                    0.2,                   1.58,                  2.859,                 1.1193,             8.5399e-08,             8.5399e-08,             8.5399e-08
                    413,                   1.41,                 2.4066,                 1.1597,                0.83585,                0.26475,                0.36926,                0.20014,                 1.5805,                 2.8579,                 1.1188,             8.3758e-08,             8.3758e-08,             8.3758e-08
                    414,                 1.4271,                 2.4177,                 1.1671,                0.83528,                0.26351,                 0.3688,                0.19991,                 1.5805,                  2.858,                 1.1186,             8.2133e-08,             8.2133e-08,             8.2133e-08
                    415,                 1.4348,                 2.4381,                 1.1624,                0.83467,                0.26264,                0.36897,                 0.1993,                 1.5805,                 2.8578,                 1.1187,             8.0524e-08,             8.0524e-08,             8.0524e-08
                    416,                 1.4657,                 2.4561,                 1.1785,                0.83506,                0.26264,                0.36835,                0.19916,                 1.5802,                 2.8594,                 1.1187,             7.8933e-08,             7.8933e-08,             7.8933e-08
                    417,                 1.4254,                  2.432,                 1.1662,                0.83344,                0.26264,                0.36892,                0.19925,                 1.5808,                 2.8572,                 1.1189,             7.7358e-08,             7.7358e-08,             7.7358e-08
                    418,                 1.4359,                 2.4448,                 1.1715,                0.83093,                0.26264,                0.36845,                0.19996,                  1.581,                 2.8575,                 1.1191,               7.58e-08,               7.58e-08,               7.58e-08
                    419,                 1.4265,                 2.4151,                 1.1697,                0.83233,                0.26404,                0.36894,                 0.1994,                 1.5815,                 2.8552,                 1.1189,             7.4259e-08,             7.4259e-08,             7.4259e-08
                    420,                 1.4218,                 2.4175,                  1.169,                0.83058,                0.26404,                0.36873,                0.20014,                  1.582,                 2.8559,                 1.1189,             7.2735e-08,             7.2735e-08,             7.2735e-08
                    421,                 1.4534,                 2.4266,                 1.1712,                0.83277,                0.26228,                0.36789,                0.19957,                 1.5819,                 2.8584,                 1.1198,             7.1228e-08,             7.1228e-08,             7.1228e-08
                    422,                 1.4213,                 2.4254,                 1.1598,                0.83485,                 0.2627,                0.36846,                0.19972,                 1.5823,                 2.8579,                 1.1197,             6.9738e-08,             6.9738e-08,             6.9738e-08
                    423,                 1.4223,                 2.4173,                 1.1626,                 0.8325,                0.26264,                0.36845,                0.19974,                 1.5817,                 2.8563,                 1.1194,             6.8266e-08,             6.8266e-08,             6.8266e-08
                    424,                 1.4345,                 2.4284,                 1.1628,                0.83324,                0.26316,                  0.369,                 0.2003,                 1.5818,                 2.8553,                 1.1194,             6.6811e-08,             6.6811e-08,             6.6811e-08
                    425,                 1.4268,                 2.4313,                 1.1638,                0.83105,                0.26252,                0.36847,                 0.1993,                 1.5823,                 2.8567,                 1.1197,             6.5372e-08,             6.5372e-08,             6.5372e-08
